filing|tech_field|variable|patents|mean|std_dev|kurtosis|skewness|min|p1|p10|p25|p50|p75|p90|p99|max
1997|15|"bwd_cits"|2919|3.013703|5.792253|158.6988|10.48647|0|0|0|0|2|4|6|19|120
1997|16|"bwd_cits"|4060|3.326601|4.247137|108.5393|6.518579|0|0|0|1|3|5|7|16|107
1997|17|"bwd_cits"|2665|3.49531|3.20825|11.56252|1.961265|0|0|0|1|3|5|7|14|33
1997|18|"bwd_cits"|737|4.671642|4.292394|22.28152|2.637174|0|0|0|2|4|7|10|18|51
1997|19|"bwd_cits"|2702|3.935603|3.933113|21.28695|2.788399|0|0|0|1|3|6|8|17|45
1997|20|"bwd_cits"|1577|3.521877|3.01682|5.119279|1.108933|0|0|0|1|3|5|7|13|20
1997|21|"bwd_cits"|1277|3.971026|3.601194|11.10696|1.993478|0|0|0|1|3|6|8|16|32
1997|22|"bwd_cits"|12|4.916667|4.35803|2.759107|.8503301|0|0|0|1.5|4.5|6|13|13|13
1997|23|"bwd_cits"|2168|4.071495|4.033542|115.8539|6.606104|0|0|0|2|4|6|8|15|89
1997|24|"bwd_cits"|1042|4.009597|3.239393|23.65425|2.35968|0|0|0|2|4|6|7|13|43
1997|25|"bwd_cits"|2858|4.126312|3.41092|16.24801|2.106138|0|0|0|2|4|6|8|15|44
1997|26|"bwd_cits"|2226|3.845463|3.079825|6.872654|1.22787|0|0|0|2|4|6|8|13|28
1997|27|"bwd_cits"|2085|4.288729|3.340425|12.6066|1.692286|0|0|0|2|4|6|8|14|39
1997|28|"bwd_cits"|2651|3.84685|3.134099|17.44625|2.107174|0|0|0|2|4|5|7|14|44
1997|29|"bwd_cits"|2673|4.531987|3.613821|8.947832|1.532327|0|0|0|2|4|6|9|16|35
1997|30|"bwd_cits"|1143|4.52056|3.823522|74.00531|4.820914|0|0|0|2|4|6|9|14|69
1997|31|"bwd_cits"|2671|4.359416|3.30616|10.48264|1.567887|0|0|0|2|4|6|8|15|34
1997|32|"bwd_cits"|3624|4.240894|3.435326|21.3618|2.420875|0|0|0|2|4|6|8|15|53
1997|33|"bwd_cits"|1491|4.051643|3.130819|15.03394|1.813201|0|0|0|2|4|6|7|13|37
1997|34|"bwd_cits"|1351|4.30718|3.455701|6.131961|1.219439|0|0|0|2|4|6|8|15|26
1997|35|"bwd_cits"|2563|4.435037|3.338088|10.35009|1.608928|0|0|0|2|4|6|8|15|36
1998|1|"bwd_cits"|5550|3.862883|3.033859|25.88023|2.808757|0|0|0|2|3|5|7|14|44
1998|2|"bwd_cits"|3814|3.863398|2.877963|5.240225|1.127837|0|0|0|2|3|5|8|13|20
1998|3|"bwd_cits"|4122|3.446143|2.502827|8.3705|1.399844|0|0|0|2|3|5|6|11|23
1998|4|"bwd_cits"|2576|3.26941|2.731835|12.28879|2.103886|0|0|0|2|3|4|6|13|23
1998|5|"bwd_cits"|1118|3.057245|2.308044|7.07928|1.257178|0|0|0|2|3|4|6|11|17
1998|6|"bwd_cits"|4116|2.907192|2.630162|10.28503|1.825013|0|0|0|1|3|4|6|12|26
1998|7|"bwd_cits"|319|4.144201|3.503532|4.934696|1.270857|0|0|0|2|3|6|9|15|18
1998|8|"bwd_cits"|2127|3.776681|2.980883|11.4151|1.963338|0|0|0|2|3|5|7|15|30
1998|9|"bwd_cits"|3180|3.744025|2.770879|13.89762|1.976939|0|0|1|2|3|5|7|13|37
1998|10|"bwd_cits"|3995|4.11189|3.437437|136.3186|6.683618|0|0|0|2|4|5|8|14|83
1998|11|"bwd_cits"|568|3.924296|3.525604|16.90838|2.477672|0|0|0|1|3|6|8|14|32
1998|12|"bwd_cits"|1299|4.463433|3.548151|19.4277|2.065835|0|0|0|2|4|6|9|15|47
1998|13|"bwd_cits"|4741|5.815862|4.212405|9.400907|1.610597|0|0|0|3|5|8|11|19|44
1998|14|"bwd_cits"|3884|3.440268|3.400366|14.87488|2.402105|0|0|0|1|3|5|7|16|40
1998|15|"bwd_cits"|3638|3.345794|5.412107|171.3017|9.180829|0|0|0|1|2|4|7|24|148
1998|16|"bwd_cits"|4761|3.502625|4.334642|67.88492|5.856751|0|0|0|1|3|5|7|18|72
1998|17|"bwd_cits"|2750|3.772364|3.203053|17.97881|2.505809|0|0|0|2|3|5|7|15|38
1998|18|"bwd_cits"|790|4.67595|3.5585|10.13378|1.578686|0|0|0|2|4|7|9|15|34
1998|19|"bwd_cits"|2620|4.262214|3.691981|14.06449|2.11144|0|0|0|2|4|6|8|17|41
1998|20|"bwd_cits"|1813|3.857694|3.275375|9.256169|1.642303|0|0|0|2|3|5|8|15|30
1998|21|"bwd_cits"|1346|4.119614|3.343722|4.966843|1.134993|0|0|0|2|4|6|8|15|21
1998|22|"bwd_cits"|4|1|2|2.333333|1.154701|0|0|0|0|0|2|4|4|4
1998|23|"bwd_cits"|2400|4.347084|3.352556|5.785021|1.176627|0|0|0|2|4|6|8|15|26
1998|24|"bwd_cits"|1198|4.251252|3.101105|7.342164|1.211309|0|0|0|2|4|6|8|13|24
1998|25|"bwd_cits"|3068|4.421773|3.386822|8.386716|1.588231|0|0|0|2|4|6|8|17|33
1998|26|"bwd_cits"|2630|3.993536|3.008982|7.961998|1.437819|0|0|0|2|4|5|8|14|26
1998|27|"bwd_cits"|2614|4.607881|3.132675|6.592945|1.034887|0|0|0|3|4|6|8|14|28
1998|28|"bwd_cits"|3074|4.347755|3.259233|17.509|2.166702|0|0|0|2|4|6|8|15|44
1998|29|"bwd_cits"|2909|5.087315|3.659127|7.229338|1.322397|0|0|0|3|5|7|10|16|34
1998|30|"bwd_cits"|1245|4.713253|3.35214|6.594056|1.266566|0|0|0|3|4|6|9|17|27
1998|31|"bwd_cits"|3043|4.782452|3.857759|28.91982|3.33204|0|0|0|3|4|6|9|16|55
1998|32|"bwd_cits"|4057|4.580971|3.366562|11.94352|1.628017|0|0|0|3|4|6|8|16|45
1998|33|"bwd_cits"|1728|4.575232|3.209011|8.957798|1.425703|0|0|0|3|4|6|9|14|32
1998|34|"bwd_cits"|1530|4.904575|3.904356|9.58112|1.728111|0|0|0|3|4|7|9|19|35
1998|35|"bwd_cits"|2874|4.910578|3.375451|12.06646|1.61861|0|0|0|3|5|7|9|15|43
1999|1|"bwd_cits"|5772|4.087492|2.875057|8.638772|1.619776|0|0|1|2|4|5|7|14|30
1999|2|"bwd_cits"|4284|4.123016|3.015028|14.25838|2.010382|0|0|1|2|4|5|8|14|39
1999|3|"bwd_cits"|4625|3.539027|2.464769|14.16396|1.858895|0|0|1|2|3|5|6|11|36
1999|4|"bwd_cits"|3728|3.181599|2.548908|14.1679|2.219648|0|0|0|2|3|4|6|12|27
1999|5|"bwd_cits"|1223|3.261652|2.593311|11.81862|1.899242|0|0|0|2|3|4|6|12|23
1999|6|"bwd_cits"|4650|3.242581|2.873259|19.02854|2.598929|0|0|0|1|3|4|6|14|37
1999|7|"bwd_cits"|470|3.834043|3.182795|6.591954|1.38688|0|0|0|2|3|5|7.5|15|22
1999|8|"bwd_cits"|2328|4.159364|4.40718|385.6914|15.22975|0|0|1|2|4|5|8|14|121
1999|9|"bwd_cits"|3296|4.241201|3.50535|56.6103|4.855757|0|0|1|2|4|5|8|15|60
1999|10|"bwd_cits"|4333|4.28456|2.993766|9.066148|1.658949|0|0|1|2|4|6|8|15|31
1999|11|"bwd_cits"|691|4.050651|3.798403|16.23121|2.635648|0|0|0|2|3|5|8|20|37
1999|12|"bwd_cits"|1480|4.821621|3.219165|6.224882|1.167248|0|0|1|3|5|6|9|16|23
1999|13|"bwd_cits"|5256|6.261225|4.143164|10.83606|1.770793|0|0|2|4|6|8|11|20|46
1999|14|"bwd_cits"|3990|3.649123|3.247722|14.06064|2.321609|0|0|0|2|3|5|7|15|33
1999|15|"bwd_cits"|4124|4.743453|13.28832|83.02003|8.474422|0|0|0|1|2|4|7|80|154
1999|16|"bwd_cits"|5643|4.054935|7.226877|440.5139|17.13027|0|0|0|1|3|5|8|20|245
1999|17|"bwd_cits"|2956|4.266915|4.649997|318.4784|12.31254|0|0|1|2|4|5|8|18|146
1999|18|"bwd_cits"|874|5.115561|4.063546|15.5044|2.333297|0|0|1|3|4|7|10|19|41
1999|19|"bwd_cits"|2840|4.857042|4.428683|21.18107|3.309343|0|0|1|2|4|6|9|25|47
1999|20|"bwd_cits"|1873|4.151628|3.220605|14.28631|2.117084|0|0|0|2|4|6|8|14|35
1999|21|"bwd_cits"|1531|4.417374|3.418165|9.524932|1.732533|0|0|0|2|4|6|9|17|34
1999|22|"bwd_cits"|25|3.76|1.920937|2.721627|.2406319|0|0|1|3|3|5|6|8|8
1999|23|"bwd_cits"|2533|4.982629|3.601783|17.59813|2.472732|0|0|1|3|4|6|9|17|38
1999|24|"bwd_cits"|1153|4.617519|3.231562|8.879459|1.651925|0|0|1|3|4|6|8|17|29
1999|25|"bwd_cits"|3296|4.846177|3.570109|16.35015|2.346892|0|0|1|3|4|6|9|17|40
1999|26|"bwd_cits"|2685|4.272998|3.193049|25.81866|2.803313|0|0|1|2|4|6|8|15|44
1999|27|"bwd_cits"|2684|4.771982|3.287019|14.89154|2.15747|0|0|1|3|4|6|8|16|40
1999|28|"bwd_cits"|3130|4.621406|3.224545|27.65542|2.679704|0|0|1|3|4|6|8|15|55
1999|29|"bwd_cits"|2990|5.093311|3.536218|7.618558|1.44781|0|0|1|3|5|7|9|18|32
1999|30|"bwd_cits"|1234|5.097245|3.125171|5.893448|1.071682|0|0|2|3|5|7|9|15|25
1999|31|"bwd_cits"|3146|5.082963|3.477356|22.51601|2.668482|0|0|2|3|5|6|9|17|45
1999|32|"bwd_cits"|4400|5.000454|3.655238|46.89077|3.868477|0|0|1|3|5|6|9|16.5|68
1999|33|"bwd_cits"|1757|4.721684|3.274366|6.837731|1.40114|0|0|1|3|4|6|9|17|26
1999|34|"bwd_cits"|1535|5.092508|3.584595|6.999131|1.456052|0|0|1|3|5|6|9|18|25
1999|35|"bwd_cits"|3069|5.222548|3.553145|18.10071|2.327208|0|0|2|3|5|7|9|18|49
2000|1|"bwd_cits"|6488|4.268188|3.187075|179.016|6.992817|0|0|1|2|4|5|8|15|107
2000|2|"bwd_cits"|4553|4.262465|3.009992|33.49985|2.884227|0|0|1|2|4|5|8|14|59
2000|3|"bwd_cits"|5022|3.679809|2.490337|8.563176|1.604921|0|0|1|2|3|5|7|12|24
2000|4|"bwd_cits"|4547|3.302397|2.507236|12.23921|2.080295|0|0|1|2|3|4|6|12|27
2000|5|"bwd_cits"|1419|3.373502|2.240171|5.980114|1.220322|0|0|1|2|3|4|6|11|17
2000|6|"bwd_cits"|5834|3.395269|2.834195|15.728|2.328147|0|0|0|2|3|4|7|13|37
2000|7|"bwd_cits"|1085|3.105991|3.21935|5.89329|1.29595|0|0|0|0|3|5|7|13|24
2000|8|"bwd_cits"|2891|4.23798|3.116552|13.70586|2.188184|0|0|1|2|4|5|8|15|34
2000|9|"bwd_cits"|3510|4.391453|4.008261|568.884|16.44901|0|0|1|3|4|6|8|14|154
2000|10|"bwd_cits"|4572|4.449694|2.838288|8.254301|1.642428|0|0|2|3|4|6|8|15|25
2000|11|"bwd_cits"|752|3.994681|3.424277|22.13663|2.832693|0|0|1|2|3|5|8|15|40
2000|12|"bwd_cits"|1590|4.967925|3.02968|5.345855|1.104436|0|0|2|3|4|6|9|15|23
2000|13|"bwd_cits"|5848|6.29805|5.100252|540.8765|14.98217|0|0|2|4|5|8|11|19|217
2000|14|"bwd_cits"|4166|4.033845|3.724686|117.3761|6.467544|0|0|1|2|3|5|8|16|95
2000|15|"bwd_cits"|4280|4.660514|10.06392|119.9646|9.265595|0|0|0|1|3|5|8|45|202
2000|16|"bwd_cits"|6912|4.868345|16.53252|1972.302|39.94613|0|0|1|2|3|5|8|30|849
2000|17|"bwd_cits"|3035|4.587809|4.980759|515.5305|17.22585|0|0|2|3|4|6|8|17|176
2000|18|"bwd_cits"|919|5.289445|3.69552|6.68907|1.44517|0|0|1|3|5|7|10|18|28
2000|19|"bwd_cits"|2989|5.279357|4.833774|103.6521|7.520862|0|0|2|3|5|6|9|21|88
2000|20|"bwd_cits"|1958|4.566905|3.413486|23.55002|3.008604|0|0|1|3|4|6|8|17|47
2000|21|"bwd_cits"|1552|4.646263|3.120284|8.632229|1.590555|0|0|1|3|4|6|9|15|30
2000|22|"bwd_cits"|39|4.153846|2.680715|3.401496|.7719707|0|0|1|2|4|6|8|12|12
2000|23|"bwd_cits"|2871|5.022292|3.192575|9.536882|1.784397|0|0|2|3|4|6|9|16|33
2000|24|"bwd_cits"|1285|5.013229|3.00477|7.507411|1.520701|0|0|2|3|4|6|9|16|25
2000|25|"bwd_cits"|3430|5.052186|3.415593|44.35835|3.646165|0|0|2|3|5|6|9|17|67
2000|26|"bwd_cits"|2797|4.480515|2.73248|8.588133|1.568825|0|0|2|3|4|6|8|14|27
2000|27|"bwd_cits"|3348|5.252091|2.907664|16.86762|2.163795|0|0|2|3|5|6|9|15|38
2000|28|"bwd_cits"|3271|4.889636|3.304022|58.57529|3.921593|0|0|2|3|4|6|9|15|72
2000|29|"bwd_cits"|3275|5.297099|3.368342|9.867458|1.771104|0|0|2|3|5|7|9|17|34
2000|30|"bwd_cits"|1310|5.687023|3.740195|34.51232|3.268206|0|0|2|3|5|7|10|17|58
2000|31|"bwd_cits"|3345|5.211958|2.995747|15.82488|2.108642|0|0|2|3|5|6|9|15|43
2000|32|"bwd_cits"|4876|5.038966|2.966569|10.16833|1.800028|0|0|2|3|5|6|8|16|33
2000|33|"bwd_cits"|1935|5.057364|3.076971|8.119295|1.599551|0|0|2|3|5|6|9|16|25
2000|34|"bwd_cits"|1756|5.254556|3.192157|6.382223|1.339575|0|0|2|3|5|7|9|16|24
2000|35|"bwd_cits"|3258|5.335789|3.727379|83.60766|5.419429|0|0|2|3|5|7|9|18|86
2001|1|"bwd_cits"|6668|4.367426|2.922729|25.87048|2.606181|0|0|2|3|4|5|8|14|58
2001|2|"bwd_cits"|4921|4.282666|2.877295|14.78992|2.019647|0|0|1|2|4|6|8|14|38
2001|3|"bwd_cits"|4981|3.891387|2.598202|12.47992|2.027744|0|0|1|2|3|5|7|13|29
2001|4|"bwd_cits"|5410|3.414233|2.489122|12.08675|1.904199|0|0|1|2|3|4|6|12|34
2001|5|"bwd_cits"|1516|3.62533|2.468172|17.90904|2.280086|0|0|1|2|3|5|6|12|31
2001|6|"bwd_cits"|6276|3.457935|2.617072|9.124723|1.727863|0|0|1|2|3|5|7|13|27
2001|7|"bwd_cits"|1713|3.186223|3.246637|7.418106|1.451082|0|0|0|0|3|5|7|13|26
2001|8|"bwd_cits"|2912|4.506525|3.204357|36.75056|3.050694|0|0|1|3|4|6|8|15|60
2001|9|"bwd_cits"|4021|4.406118|3.028875|13.29976|2.13491|0|0|1|3|4|6|8|15|36
2001|10|"bwd_cits"|4949|4.514246|2.855459|11.05069|1.796701|0|0|2|3|4|6|8|14|38
2001|11|"bwd_cits"|948|4.389241|5.614449|65.79858|6.683381|0|0|1|2|3|6|8|25|72
2001|12|"bwd_cits"|1903|4.921177|2.987019|7.325118|1.387374|0|0|2|3|5|6|9|15|25
2001|13|"bwd_cits"|6175|6.54996|5.229714|210.6003|9.577748|0|0|3|4|6|8|11|22|162
2001|14|"bwd_cits"|4363|4.507907|4.727767|100.1836|7.027344|0|0|1|2|4|6|8|21|98
2001|15|"bwd_cits"|4702|5.055295|12.3053|110.0277|9.352358|0|0|0|1|3|5|8|50|203
2001|16|"bwd_cits"|7301|5.559513|13.27819|174.7862|11.63936|0|0|1|2|3|6|9|44|341
2001|17|"bwd_cits"|3016|4.780836|3.573262|14.90653|2.615468|0|0|2|3|4|6|9|18|38
2001|18|"bwd_cits"|935|5.851337|3.725072|7.773132|1.49473|0|0|2|3|5|8|10|17|32
2001|19|"bwd_cits"|2950|5.638983|5.072633|91.27206|6.496127|0|0|2|3|5|7|10|24|108
2001|20|"bwd_cits"|2021|5.079664|4.748433|139.0647|8.785783|0|0|2|3|4|6|9|18|89
2001|21|"bwd_cits"|1734|4.986159|3.562456|13.52731|2.241871|0|0|2|3|4|6|9|18|38
2001|22|"bwd_cits"|81|4.283951|2.501173|3.348665|.7739656|0|0|2|3|4|5|8|11|11
2001|23|"bwd_cits"|2928|5.283128|3.490447|31.13085|3.137952|0|0|2|3|5|7|9|17|60
2001|24|"bwd_cits"|1354|5.429838|3.309579|15.94084|2.440665|0|0|2|3|5|7|9|17|36
2001|25|"bwd_cits"|3437|5.216759|3.414664|51.77554|4.215607|0|0|2|3|5|6|9|17|65
2001|26|"bwd_cits"|3027|4.709613|3.558488|230.5518|10.22861|0|0|2|3|4|6|8|14|100
2001|27|"bwd_cits"|3513|5.347566|2.732712|9.029077|1.650316|0|1|3|4|5|7|8|14|26
2001|28|"bwd_cits"|3173|4.953987|4.445738|363.3439|13.76947|0|0|2|3|4|6|9|16|134
2001|29|"bwd_cits"|3222|5.205152|3.213764|9.433867|1.75549|0|0|2|3|5|7|9|16|32
2001|30|"bwd_cits"|1403|5.734141|3.519239|65.29777|4.499323|0|0|2|4|5|7|10|16|66
2001|31|"bwd_cits"|3636|5.269527|2.889333|13.67715|2.081208|0|0|2|3|5|6|9|15|35
2001|32|"bwd_cits"|5147|5.147465|3.094856|55.04536|3.864577|0|0|2|3|5|6|9|15|71
2001|33|"bwd_cits"|2000|5.343|3.706105|103.2539|6.745079|0|0|2|3|5|6|9|16|72
2001|34|"bwd_cits"|1747|5.576416|3.385211|20.54601|2.698516|0|0|2|4|5|7|10|17|42
2001|35|"bwd_cits"|3188|5.346299|3.301296|10.69288|2.011135|0|0|2|3|5|7|9|17|31
2002|1|"bwd_cits"|6346|4.65301|3.298827|23.21124|2.830428|0|0|2|3|4|6|8|16|56
2002|2|"bwd_cits"|4940|4.524899|3.331151|69.1011|4.466311|0|0|1|2|4|6|8|15|76
2002|3|"bwd_cits"|4292|4.145853|2.552123|6.458298|1.330724|0|0|1|2|4|5|7|13|22
2002|4|"bwd_cits"|5704|3.700386|2.518073|10.0879|1.626258|0|0|1|2|3|5|7|12|35
2002|5|"bwd_cits"|1444|3.785319|2.580035|12.22279|2.107977|0|0|1|2|3|5|7|12|24
2002|6|"bwd_cits"|6483|3.76369|2.855676|11.00068|1.860692|0|0|1|2|3|5|7|14|33
2002|7|"bwd_cits"|1231|3.717303|3.277618|3.943059|.8704264|0|0|0|0|3|6|8|14|20
2002|8|"bwd_cits"|2882|4.908744|3.390628|10.22724|2.026858|0|0|2|3|4|6|9|18|28
2002|9|"bwd_cits"|3947|4.716494|3.730797|182.6002|8.376143|0|0|2|3|4|6|8|16|96
2002|10|"bwd_cits"|4979|4.728661|3.315668|35.47104|3.443458|0|0|2|3|4|6|8|15|58
2002|11|"bwd_cits"|993|4.850957|6.620619|84.4053|7.630553|0|0|1|2|4|6|9|25|99
2002|12|"bwd_cits"|1824|4.922698|3.032653|8.877049|1.584008|0|0|2|3|4|6|8|15|32
2002|13|"bwd_cits"|6421|6.621554|5.205622|453.9886|12.89384|0|1|3|4|6|8|12|23|219
2002|14|"bwd_cits"|4371|4.669183|4.539469|53.55559|5.21721|0|0|1|2|4|6|9|20|74
2002|15|"bwd_cits"|4531|6.593688|21.61058|144.8077|10.74081|0|0|0|1|3|5|9|78|371
2002|16|"bwd_cits"|7719|6.482834|19.32821|978.5486|23.78898|0|0|1|2|4|6|10|57|999
2002|17|"bwd_cits"|2730|5.129304|4.172242|64.81481|5.108996|0|0|2|3|4|6|9|19|82
2002|18|"bwd_cits"|988|6.052631|4.008257|16.70476|2.323047|0|0|2|3|5|8|11|19|46
2002|19|"bwd_cits"|2872|5.607591|4.527202|110.8397|6.83534|0|0|2|3|5|7|10|20|103
2002|20|"bwd_cits"|1854|5.068501|3.364708|25.12657|2.551076|0|0|2|3|4|7|9|15|52
2002|21|"bwd_cits"|1817|5.272427|3.665543|27.37761|3.269629|0|0|2|3|5|7|9|17|47
2002|22|"bwd_cits"|84|4.071429|2.968857|19.58785|3.618033|1|1|2|3|4|5|6|21|21
2002|23|"bwd_cits"|2878|5.724114|4.245382|46.29589|4.730093|0|0|2|3|5|7|10|20|60
2002|24|"bwd_cits"|1242|5.293881|2.993107|9.300054|1.821102|0|1|2|3|5|6|9|16|26
2002|25|"bwd_cits"|3421|5.341128|3.198451|16.08543|2.442168|0|1|2|3|5|7|9|16|38
2002|26|"bwd_cits"|2860|4.889511|2.91773|10.45203|1.860407|0|0|2|3|4|6|8|14|33
2002|27|"bwd_cits"|3757|5.344158|2.700925|7.817044|1.472685|0|1|3|4|5|7|9|14|25
2002|28|"bwd_cits"|3093|5.658907|4.972081|430.8288|15.50014|0|1|2|3|5|7|10|17|150
2002|29|"bwd_cits"|3414|5.608084|4.093531|65.26678|5.117846|0|0|2|3|5|7|10|18|83
2002|30|"bwd_cits"|1365|5.573627|3.241258|6.686342|1.302429|0|0|2|3|5|7|10|16|26
2002|31|"bwd_cits"|3625|5.267035|2.855106|18.50883|2.278091|0|1|3|3|5|6|9|15|46
2002|32|"bwd_cits"|4986|5.19655|3.024851|10.83093|1.964856|0|0|2|3|5|6|9|16|31
2002|33|"bwd_cits"|2026|5.523692|3.240436|12.22408|2.205276|0|0|2|4|5|7|9|17|31
2002|34|"bwd_cits"|1772|5.695824|3.347808|26.96131|2.799969|0|0|2|4|5|7|10|16|51
2002|35|"bwd_cits"|3054|5.394565|3.481529|14.24414|2.453011|0|0|2|3|5|7|9|18|34
2003|1|"bwd_cits"|6385|4.847768|3.329118|32.52739|3.099|0|0|2|3|4|6|9|16|62
2003|2|"bwd_cits"|5871|4.694089|3.637974|127.1488|6.290092|0|0|1|3|4|6|9|15|103
2003|3|"bwd_cits"|4038|4.321198|2.776293|8.45487|1.66075|0|0|2|3|4|5|8|13|24
2003|4|"bwd_cits"|5933|3.821844|2.635751|12.42618|1.849266|0|0|1|2|3|5|7|12|33
2003|5|"bwd_cits"|1341|3.899329|2.46731|8.39557|1.591702|0|0|1|2|4|5|7|12|21
2003|6|"bwd_cits"|6493|3.812413|2.983409|28.81954|2.81958|0|0|1|2|3|5|7|13|55
2003|7|"bwd_cits"|1035|3.705314|3.242179|22.4132|2.371898|0|0|0|1|3|5|8|13|42
2003|8|"bwd_cits"|3053|5.329185|5.382918|230.9549|12.05803|0|0|2|3|4|7|9|18|115
2003|9|"bwd_cits"|3666|5.181942|5.962494|208.0905|11.94971|0|0|2|3|4|6|9|18|138
2003|10|"bwd_cits"|5113|4.802073|3.264659|52.74189|3.789994|0|0|2|3|4|6|8|15|75
2003|11|"bwd_cits"|956|4.85251|7.710617|169.983|10.82946|0|0|1|2|4|6|8|28|147
2003|12|"bwd_cits"|1743|4.833046|3.026141|14.04498|1.985914|0|0|2|3|4|6|8|16|38
2003|13|"bwd_cits"|7507|6.491807|4.937799|290.8479|9.872138|0|1|3|4|5|8|11|23|192
2003|14|"bwd_cits"|4810|5.340333|8.937083|316.2978|14.31547|0|0|1|2|4|6|9|31|270
2003|15|"bwd_cits"|4666|6.931633|16.62686|128.8006|9.067521|0|0|1|2|3|6|11|76|367
2003|16|"bwd_cits"|7388|7.031402|17.41539|385.3642|15.1786|0|0|1|2|4|7|12|62|667
2003|17|"bwd_cits"|2894|5.567035|7.049685|740.8576|21.00282|0|1|2|3|4|7|10|23|274
2003|18|"bwd_cits"|1137|5.893579|4.164543|97.45589|6.073975|0|0|2|4|5|7|10|17|81
2003|19|"bwd_cits"|2815|6.337122|7.570964|84.40107|7.709314|0|0|2|3|5|7|11|31|112
2003|20|"bwd_cits"|1900|5.267895|3.650809|20.73499|2.68009|0|0|2|3|5|7|9|17|44
2003|21|"bwd_cits"|1913|5.439101|3.728295|46.2083|4.050873|0|0|2|3|5|7|9|17|63
2003|22|"bwd_cits"|136|4.227941|2.302871|3.511345|.6074507|0|0|1|3|4|6|7|10|12
2003|23|"bwd_cits"|2953|5.593295|4.068292|56.5531|4.743263|0|1|2|3|5|7|10|18|77
2003|24|"bwd_cits"|1332|5.373874|3.068687|14.022|2.067322|0|1|2|3|5|7|9|15|37
2003|25|"bwd_cits"|3559|5.462208|3.047713|9.489782|1.757718|0|1|2|3|5|7|9|16|30
2003|26|"bwd_cits"|2833|4.999647|3.063995|12.0805|2.043329|0|0|2|3|4|6|9|16|31
2003|27|"bwd_cits"|3773|5.296581|2.805706|7.943828|1.567787|0|0|3|4|5|7|9|15|25
2003|28|"bwd_cits"|3437|5.780041|5.574078|227.0563|11.49879|0|1|2|3|5|7|10|19|141
2003|29|"bwd_cits"|3367|5.655479|3.652637|17.97483|2.707106|0|1|2|3|5|7|10|20|44
2003|30|"bwd_cits"|1602|5.725343|4.513229|422.5563|15.16974|0|0|2|4|5|7|10|15|135
2003|31|"bwd_cits"|3761|5.412922|3.050712|9.975|1.873039|0|1|2|3|5|7|9|17|36
2003|32|"bwd_cits"|5664|5.298552|3.459208|367.7509|11.19319|0|1|2|3|5|6|9|15|135
2003|33|"bwd_cits"|2036|5.391945|2.980793|7.032362|1.569969|0|1|2|4|5|7|9|16|25
2003|34|"bwd_cits"|2019|6.010897|4.907558|283.1161|11.54244|0|1|3|4|5|7|10|21|140
2003|35|"bwd_cits"|3140|5.219745|3.077132|10.51842|1.867138|0|0|2|3|5|6|9|16|37
2004|1|"bwd_cits"|6734|5.087318|3.354908|18.26349|2.371128|0|0|2|3|4|6|9|16|52
2004|2|"bwd_cits"|6230|4.731621|4.150664|431.9645|14.56325|0|0|1|3|4|6|9|15|141
2004|3|"bwd_cits"|4259|4.40972|3.108574|155.0605|6.580873|0|0|2|3|4|6|8|14|92
2004|4|"bwd_cits"|6688|3.694528|2.536556|21.26105|2.299216|0|0|1|2|3|5|7|12|41
2004|5|"bwd_cits"|1235|3.997571|2.596125|6.022683|1.248638|0|0|1|2|4|5|7|12|19
2004|6|"bwd_cits"|7677|3.804351|2.793112|8.143025|1.548801|0|0|1|2|3|5|7|13|27
2004|7|"bwd_cits"|947|3.565998|2.930236|4.905507|1.11331|0|0|0|1|3|5|7|13|17
2004|8|"bwd_cits"|3019|5.640278|4.97673|104.0664|7.496448|0|0|2|3|5|7|10|19|96
2004|9|"bwd_cits"|3730|5.909651|5.519719|122.6209|7.378359|0|0|2|3|5|7|11|26|129
2004|10|"bwd_cits"|5556|4.892369|3.184561|19.24587|2.499337|0|0|2|3|4|6|9|15|44
2004|11|"bwd_cits"|1054|5.275142|8.763984|49.28337|6.067295|0|0|1|2|3|6|9|55|109
2004|12|"bwd_cits"|1955|4.83376|2.918105|9.745752|1.726184|0|0|2|3|4|6|8|15|28
2004|13|"bwd_cits"|8023|6.558021|11.50352|5525.951|68.15549|0|1|3|4|5|8|11|24|945
2004|14|"bwd_cits"|5513|5.698712|9.974956|225.9008|12.03911|0|0|1|2|4|6|10|42|255
2004|15|"bwd_cits"|4615|8.769014|23.70766|74.4436|7.440577|0|0|1|2|3|6|15|119|369
2004|16|"bwd_cits"|6890|7.19521|16.20533|178.0721|11.35683|0|0|1|2|4|7|12|68|339
2004|17|"bwd_cits"|3005|5.859235|8.147023|246.7003|12.87342|0|0|2|3|4|7|11|23|202
2004|18|"bwd_cits"|1195|6.779079|9.432547|225.9612|12.76359|0|0|2|4|5|8|11|39|186
2004|19|"bwd_cits"|2803|6.63325|11.77088|157.7258|11.16332|0|0|2|3|5|7|10|32|246
2004|20|"bwd_cits"|2022|5.505935|5.455566|122.0025|8.846948|0|0|2|3|4|7|10|18|84
2004|21|"bwd_cits"|2016|5.640873|4.169486|30.28588|3.86875|0|0|2|3|5|7|10|21|51
2004|22|"bwd_cits"|92|4.097826|2.395324|4.206498|.896974|0|0|1|2|4|5|7|12|12
2004|23|"bwd_cits"|3043|5.633585|4.308014|68.65513|5.403174|0|0|2|3|5|7|10|20|84
